Age;Gender;Tenure;Service_Internet;Service_Phone;Service_TV;Contract;PaymentMethod;MonthlyCharges;TotalCharges;StreamingMovies;StreamingMusic;OnlineSecurity;TechSupport;Churn;TotalServices;CLV;AvgMonthlyChargeOverTenure;RecentPaymentDrop
67.0;0;39;0;1;1;0;0;76.42;2972.23;1;0;1;0;0;3;2980.38;74.30575;1.028453383486473
69.0;1;46;0;1;1;2;1;70.36;3246.46;0;0;1;0;0;3;3236.56;69.07361702127659;1.0186233620620615
24.0;0;37;0;0;0;0;2;29.48;1095.73;0;1;0;0;0;0;1090.76;28.835;1.0223686492110282
20.0;1;60;1;1;0;0;1;93.96;5632.67;0;1;1;0;0;3;5637.599999999999;92.3388524590164;1.0175565051742779
46.0;0;31;0;1;1;2;2;25.96;813.85;1;1;0;0;0;2;804.76;25.4328125;1.020728635497942
61.0;1;11;0;1;0;2;2;47.77;521.01;1;0;1;1;0;3;525.47;43.4175;1.1002475960154317
41.0;0;2;1;0;1;0;3;29.54;59.07;1;1;1;0;0;3;59.08;19.69;1.5002539360081257
44.0;0;27;1;1;0;2;2;73.08;1967.12;0;0;1;0;0;3;1973.1599999999999;70.25428571428571;1.040221237138558
37.0;1;2;0;0;1;1;2;84.52;174.38;0;0;1;1;1;3;169.04;58.126666666666665;1.4540658332377565
63.0;0;21;1;0;0;0;1;109.09;2280.95;0;0;0;0;0;1;2290.89;103.67954545454545;1.052184396852189
32.0;0;58;1;1;0;0;2;93.39;5413.63;1;0;0;1;0;3;5416.62;91.7564406779661;1.0178032115235065
42.0;1;5;1;1;1;0;0;116.11;574.0;1;1;0;1;1;4;580.55;95.66666666666667;1.2136933797909406
47.0;0;52;1;1;1;0;2;96.09;4999.32;0;1;1;1;0;5;4996.68;94.32679245283018;1.0186925421857373
44.0;1;45;0;0;0;1;2;49.81;2245.33;0;1;0;1;0;1;2241.4500000000003;48.811521739130434;1.020455790462872
24.0;0;20;1;1;1;0;2;74.76;1484.16;0;0;1;0;0;4;1495.2;70.67428571428572;1.0578104786545925
34.0;1;61;1;1;0;0;1;65.79;4017.25;1;0;0;0;0;2;4013.1900000000005;64.79435483870968;1.0153662331196716
61.0;0;38;0;1;0;2;3;76.6;2896.03;1;0;1;0;0;2;2910.7999999999997;74.2571794871795;1.0315500875336234
37.0;0;20;1;1;1;0;0;77.21;1566.12;1;1;0;0;0;3;1544.1999999999998;74.57714285714285;1.0353038081373076
53.0;0;25;1;1;0;2;1;90.21;2250.14;0;0;0;0;0;2;2255.25;86.54384615384615;1.0423618085985762
26.0;1;2;1;1;0;2;0;28.3;67.09;1;0;1;0;0;3;56.6;22.363333333333333;1.2654643016843048
55.0;1;32;0;1;0;2;2;94.67;3031.45;0;0;1;0;0;2;3029.44;91.86212121212121;1.030566230681687
65.0;1;26;1;1;1;2;0;34.37;896.04;0;0;0;1;0;4;893.6199999999999;33.18666666666667;1.0356568903173964
39.0;1;70;0;1;1;0;3;22.62;1571.74;1;0;1;0;0;3;1583.4;22.13718309859155;1.0218102230648836
19.0;0;41;1;0;1;0;0;71.89;2955.92;1;0;0;0;0;2;2947.4900000000002;70.37904761904763;1.0214687812931338
41.0;0;67;0;1;0;0;3;78.15;5236.54;0;1;0;0;0;1;5236.05;77.00794117647058;1.0148304032815563
25.0;1;1;0;0;0;0;2;23.49;28.19;1;1;0;0;0;0;23.49;14.095;1.6665484214260373
28.0;1;51;1;1;0;1;3;71.54;3647.63;1;1;0;0;0;2;3648.5400000000004;70.14673076923077;1.0198622119019747
30.0;1;5;1;1;1;0;3;73.46;368.6;0;1;1;0;1;4;367.29999999999995;61.43333333333334;1.1957677699403144
44.0;0;13;1;0;1;2;3;25.25;319.38;0;0;1;0;0;3;328.25;22.812857142857144;1.1068319869747636
25.0;1;19;1;1;0;2;1;91.16;1730.51;0;0;1;0;0;3;1732.04;86.5255;1.0535622446561996
38.0;1;12;0;0;0;0;1;41.03;488.16;1;0;0;1;0;1;492.36;37.550769230769234;1.0926540478531628
35.0;0;48;1;0;0;0;3;99.45;4766.54;0;1;0;1;0;2;4773.6;97.27632653061224;1.0223453490372472
47.0;0;25;1;1;0;0;3;51.08;1278.35;1;1;0;0;0;2;1277.0;49.16730769230769;1.0389017092345603
35.0;1;57;0;1;0;2;3;67.79;3867.66;1;1;0;1;0;2;3864.03;66.68379310344827;1.0165888418320124
63.0;0;35;1;1;0;1;3;109.19;3824.16;1;1;0;1;0;3;3821.65;106.22666666666666;1.0278963223296096
64.0;1;5;0;1;0;0;1;100.62;502.08;1;0;0;0;1;1;503.1;83.67999999999999;1.2024378585086044
48.0;0;22;1;1;1;0;0;98.19;2164.29;0;1;1;0;0;4;2160.18;94.0995652173913;1.043469220853028
55.0;1;57;1;1;0;0;2;36.04;2056.7;0;1;0;0;0;2;2054.2799999999997;35.460344827586205;1.016346574609812
49.0;1;47;1;1;0;2;3;24.81;1167.05;0;1;0;0;0;2;1166.07;24.313541666666666;1.020419005184011
28.0;1;54;1;1;1;0;0;80.58;4352.98;0;0;1;0;0;4;4351.32;79.1450909090909;1.0181301085693022
62.0;1;3;1;0;1;0;0;61.07;195.04;1;0;1;0;0;3;183.21;48.76;1.2524610336341264
42.0;0;53;0;0;1;2;3;110.91;5866.18;1;1;1;0;0;2;5878.23;108.63296296296296;1.0209608297051913
44.0;0;31;1;1;1;2;2;54.96;1700.57;0;0;0;0;0;3;1703.76;53.1428125;1.0341944171660091
55.0;0;69;0;0;1;2;2;61.05;4215.83;0;0;0;1;0;2;4212.45;60.226142857142854;1.0136793940932154
58.0;0;33;1;1;1;0;2;72.6;2379.97;1;1;1;0;0;4;2395.7999999999997;69.99911764705882;1.0371559305369396
25.0;1;50;1;1;1;1;3;99.64;4995.83;1;1;0;0;0;3;4982.0;97.95745098039215;1.017176325055096
28.0;1;16;1;1;1;0;2;46.83;751.83;1;1;1;1;0;5;749.28;44.22529411764706;1.0588962930449701
39.0;0;39;1;1;0;0;1;114.18;4462.59;1;1;0;0;0;2;4453.02;111.56475;1.0234415440360867
68.0;0;46;1;1;1;0;2;73.99;3414.74;1;0;0;0;0;3;3403.54;72.65404255319149;1.0183879299741707
41.0;0;47;1;0;1;0;1;104.1;4896.82;1;1;0;1;0;3;4892.7;102.01708333333333;1.0204173320644827
58.0;0;44;0;0;1;0;2;72.56;3170.31;1;1;1;0;0;2;3192.6400000000003;70.45133333333334;1.029930826953831
34.0;0;9;1;1;1;2;2;97.2;876.28;1;1;0;1;1;4;874.8000000000001;87.628;1.109234491258502
44.0;1;50;0;0;1;0;3;25.14;1259.12;1;1;1;1;0;3;1257.0;24.68862745098039;1.0182826100768791
63.0;1;60;1;1;0;2;2;99.92;5984.33;0;0;0;0;0;2;5995.2;98.10377049180327;1.0185133507009139
49.0;1;15;0;1;0;0;1;72.4;1068.1;0;1;0;0;0;1;1086.0;66.75625;1.08454264581968
32.0;0;36;1;0;1;0;2;64.94;2342.46;0;1;0;1;0;3;2337.84;63.30972972972973;1.0257507065222031
33.0;0;63;0;1;0;1;2;31.16;1950.59;0;0;0;0;0;1;1963.08;30.47796875;1.022377844652131
44.0;0;69;0;1;1;1;1;94.16;6517.65;0;1;0;1;0;3;6497.04;93.1092857142857;1.0112847422000262
45.0;0;41;1;1;0;0;2;33.12;1360.55;1;1;0;1;0;3;1357.9199999999998;32.39404761904762;1.0224100547572672
37.0;1;24;0;1;0;2;2;39.23;955.04;1;1;1;1;0;3;941.52;38.2016;1.0269203384151449
50.0;1;49;1;1;1;0;2;32.64;1599.67;0;1;1;1;0;5;1599.3600000000001;31.9934;1.0202104183987948
27.0;0;18;0;1;0;2;3;20.66;379.4;0;1;0;1;0;2;371.88;19.968421052631577;1.0346336320506064
57.0;1;7;1;1;0;0;2;86.19;603.86;1;1;1;0;1;3;603.3299999999999;75.4825;1.1418540721359254
49.0;1;4;1;1;0;2;3;47.08;198.38;0;1;0;1;0;3;188.32;39.676;1.1866115535840305
67.0;0;69;1;1;0;0;1;34.95;2391.17;1;0;0;1;0;3;2411.55;34.15957142857143;1.0231393000079458
50.0;0;60;0;1;0;2;1;52.0;3128.88;1;1;0;0;0;1;3120.0;51.29311475409836;1.0137812891513895
19.0;0;55;1;0;1;1;2;69.91;3851.74;1;0;0;1;0;3;3845.0499999999997;68.78107142857142;1.0164133612341435
50.0;0;16;1;1;0;0;2;70.34;1123.9;1;1;0;0;0;2;1125.44;66.11176470588236;1.0639558679597827
50.0;0;29;1;1;0;2;2;56.72;1640.79;1;0;1;0;0;3;1644.8799999999999;54.693;1.0370614155376374
58.0;0;23;1;1;0;0;3;69.49;1595.28;0;0;0;1;0;3;1598.27;66.47;1.0454340303896494
30.0;1;14;1;1;0;0;2;62.73;881.05;1;1;0;0;0;2;878.2199999999999;58.736666666666665;1.0679870608932525
47.0;1;49;0;1;1;2;2;102.27;5023.37;1;0;0;1;0;3;5011.23;100.4674;1.0179421384449086
50.0;0;33;0;1;1;0;0;22.96;752.34;1;0;1;1;0;4;757.6800000000001;22.12764705882353;1.0376159715022464
30.0;1;25;0;0;1;0;2;106.8;2652.98;0;1;0;1;0;2;2670.0;102.03769230769231;1.0466720442672013
69.0;0;21;0;1;1;0;2;44.39;957.04;0;0;1;0;0;3;932.19;43.50181818181818;1.0204171194516427
44.0;0;17;0;1;1;2;2;92.18;1573.78;1;1;1;0;0;3;1567.0600000000002;87.43222222222222;1.0543023802564526
39.0;0;23;1;1;0;0;2;60.5;1387.59;1;1;0;0;0;2;1391.5;57.81625;1.0464186106847124
56.0;0;57;1;1;0;0;2;49.43;2829.4;1;0;1;0;0;3;2817.5099999999998;48.782758620689656;1.0132678306354703
19.0;1;58;1;1;0;1;2;81.53;4738.08;0;1;0;0;0;2;4728.74;80.3064406779661;1.0152361294026273
55.0;0;14;0;1;1;2;0;96.89;1361.38;1;0;0;1;0;3;1356.46;90.75866666666667;1.0675564500727204
56.0;1;20;1;0;0;2;3;64.99;1295.03;1;0;1;0;0;2;1299.8;61.66809523809523;1.0538674779734833
43.0;0;30;1;1;0;1;2;66.66;2006.47;1;0;0;0;0;2;1999.8;64.72483870967741;1.0298982790672175
63.0;0;19;1;0;0;1;1;25.89;502.81;1;1;1;0;0;2;491.91;25.1405;1.0298124540084723
67.0;0;53;0;1;1;0;3;112.4;5940.0;0;0;0;1;0;3;5957.200000000001;110.0;1.021818181818182
32.0;1;56;0;1;1;0;2;104.69;5864.88;1;1;1;0;0;3;5862.639999999999;102.89263157894737;1.0174683881000122
51.0;0;23;0;1;0;1;2;59.8;1378.38;1;1;1;1;0;3;1375.3999999999999;57.432500000000005;1.0412223044443476
59.0;0;62;1;1;1;2;3;96.5;5985.66;0;0;0;0;0;3;5983.0;95.01047619047618;1.0156774691512716
61.0;0;33;1;0;0;1;1;51.33;1694.35;0;0;0;1;0;2;1693.8899999999999;49.83382352941176;1.0300233127748104
66.0;1;18;0;1;0;0;3;93.04;1686.58;1;1;0;0;0;1;1674.72;88.76736842105262;1.0481329080150366
57.0;1;33;0;1;0;0;1;71.67;2363.0;0;0;1;1;0;3;2365.11;69.5;1.0312230215827338
28.0;1;32;1;0;0;1;3;66.08;2114.53;0;1;1;0;0;2;2114.56;64.07666666666667;1.031264630910888
20.0;0;61;1;0;0;1;3;25.65;1567.81;1;0;0;1;0;2;1564.6499999999999;25.287258064516127;1.0143448504601962
23.0;1;54;1;0;0;1;3;116.54;6291.38;1;0;0;0;0;1;6293.160000000001;114.38872727272728;1.0188066847019255
26.0;0;17;1;0;1;0;0;103.74;1749.72;1;1;1;0;0;3;1763.58;97.20666666666666;1.0672107537205953
23.0;1;19;1;1;1;0;2;99.34;1889.6;1;1;0;1;0;4;1887.46;94.47999999999999;1.0514394580863677
26.0;1;70;0;0;1;2;1;50.49;3536.55;1;0;1;0;0;2;3534.3;49.81056338028169;1.0136404122661917
56.0;0;34;1;1;1;1;2;48.96;1660.99;0;1;1;1;0;5;1664.64;47.456857142857146;1.0316738812395017
48.0;1;25;1;0;1;0;3;77.32;1931.68;0;0;0;0;0;2;1932.9999999999998;74.29538461538462;1.0407106767166403
49.0;0;68;1;0;1;0;3;104.62;7082.36;1;1;1;0;0;3;7114.16;102.64289855072464;1.0192619409349426
58.0;0;11;0;1;0;2;0;113.46;1260.14;1;1;1;1;1;3;1248.06;105.01166666666667;1.080451378418271
67.0;1;16;1;0;1;2;2;46.89;759.25;1;1;1;0;0;3;750.24;44.661764705882355;1.0498913401382943
29.0;0;61;1;1;1;0;3;80.74;4911.76;0;1;0;1;0;4;4925.139999999999;79.22193548387096;1.0191621740475918
25.0;0;7;1;1;0;0;3;92.39;639.98;0;0;1;1;1;4;646.73;79.9975;1.154911090971593
25.0;1;16;0;1;0;0;0;42.64;696.73;1;1;0;1;0;2;682.24;40.984117647058824;1.0404030255622694
67.0;1;16;1;0;0;0;0;60.75;960.45;0;0;0;1;0;2;972.0;56.497058823529414;1.0752772138060285
45.0;0;40;1;1;0;1;0;38.75;1554.78;1;0;1;0;0;3;1550.0;37.92146341463415;1.0218487503055094
37.0;1;12;1;1;1;0;2;89.89;1073.76;0;1;0;0;0;3;1078.68;82.59692307692308;1.0882971986291163
64.0;0;35;1;1;1;1;1;106.38;3727.4;1;0;0;0;0;3;3723.2999999999997;103.53888888888889;1.027440038632827
24.0;0;21;0;0;1;1;1;107.75;2263.25;1;0;1;1;0;3;2262.75;102.875;1.0473876063183476
28.0;1;50;0;1;1;0;2;87.01;4347.67;1;0;1;0;0;3;4350.5;85.24843137254902;1.020663941835512
37.0;1;43;1;0;1;0;2;54.72;2356.85;0;0;1;1;0;4;2352.96;53.564772727272725;1.0215669219509091
33.0;1;17;1;0;0;0;2;86.1;1458.77;0;1;0;1;0;2;1463.6999999999998;81.04277777777777;1.062401886520836
21.0;1;32;1;1;1;0;3;106.43;3387.92;0;0;0;0;0;3;3405.76;102.66424242424243;1.0366803230300596
23.0;0;41;1;1;1;0;1;82.59;3376.91;1;1;1;0;0;4;3386.19;80.40261904761904;1.027205344530947
39.0;0;6;1;0;1;1;0;61.29;357.26;1;1;0;0;0;2;367.74;51.037142857142854;1.2008901080445615
43.0;1;27;1;0;0;2;1;111.98;7434.915000000001;1;0;0;0;0;1;3023.46;265.5326785714286;0.4217183384073657
20.0;1;20;1;0;1;1;2;103.52;2074.09;0;1;1;1;0;4;2070.4;98.76619047619049;1.048131951843941
58.0;0;25;1;1;1;2;3;108.24;2704.27;0;0;0;1;0;4;2706.0;104.01038461538461;1.0406653181819863
59.0;0;66;0;0;1;1;2;110.32;7284.66;0;1;1;0;0;2;7281.12;108.72626865671641;1.0146581995590733
31.0;0;9;1;1;1;1;2;59.38;539.63;0;1;0;0;0;3;534.4200000000001;53.963;1.1003835961677446
28.0;0;53;1;1;1;0;0;105.96;5623.44;0;1;1;1;0;5;5615.88;104.13777777777777;1.0174981861636294
35.0;1;61;1;0;1;2;2;77.03;4702.9;0;0;0;0;0;2;4698.83;75.8532258064516;1.0155138318909611
29.0;0;38;1;1;1;0;2;23.82;895.36;1;1;1;0;0;4;905.16;22.957948717948717;1.0375491422444603
40.0;0;3;0;0;0;0;0;83.58;256.54;0;1;0;0;1;0;250.74;64.135;1.3031885865751929
29.0;1;70;1;1;1;0;1;67.06;4696.42;0;0;1;1;0;5;4694.2;66.14676056338028;1.0138062609391836
30.0;0;55;1;0;0;2;2;47.52;2635.5;1;1;0;0;0;1;2613.6000000000004;47.0625;1.0097211155378487
42.0;0;1;1;1;1;2;0;117.04;117.12;0;1;1;1;1;5;117.04;58.56;1.9986338797814207
62.0;1;70;0;1;1;1;1;25.51;1789.53;1;0;1;1;0;4;1785.7;25.204647887323944;1.0121149128542133
68.0;1;45;0;0;1;1;1;114.59;5155.6;1;0;1;0;0;2;5156.55;112.07826086956523;1.0224105826673908
36.0;1;47;1;1;1;0;0;35.93;7434.915000000001;0;1;1;0;0;4;1688.71;154.89406250000002;0.2319649922023318
63.0;0;26;1;1;1;2;0;57.7;1500.01;1;0;0;0;0;3;1500.2;55.555925925925926;1.0385930760461597
53.0;0;14;1;0;1;1;3;61.72;859.73;1;1;0;1;0;3;864.0799999999999;57.315333333333335;1.0768497086294533
62.0;1;54;0;1;0;2;0;93.1;5029.17;0;1;0;0;0;1;5027.4;91.43945454545455;1.018160054243543
25.0;1;71;1;0;0;0;0;41.56;2956.98;1;0;0;1;0;2;2950.76;41.06916666666667;1.011951382829779
46.0;0;46;0;1;0;0;0;118.61;5451.86;1;0;1;0;0;2;5456.06;115.99702127659573;1.0225262570939093
49.0;1;31;0;1;1;2;0;94.9;2950.26;0;1;1;1;0;4;2941.9;92.195625;1.0293330079382834
68.0;1;59;1;0;0;0;3;99.0;5848.14;1;1;0;1;0;2;5841.0;97.46900000000001;1.015707558300588
61.0;1;29;1;1;1;2;2;30.64;879.76;1;1;0;1;0;4;888.5600000000001;29.325333333333333;1.044830408293171
35.0;0;17;0;1;0;0;3;67.63;1140.07;1;1;0;1;0;2;1149.71;63.337222222222216;1.0677765400370154
23.0;0;14;0;1;1;2;2;114.56;1608.32;1;0;1;0;0;3;1603.8400000000001;107.22133333333333;1.0684440907282133
44.0;0;36;0;0;1;0;2;47.01;1686.48;1;0;1;0;0;2;1692.36;45.58054054054054;1.0313611783122243
36.0;0;58;1;1;0;1;2;34.54;1992.86;0;1;1;1;0;4;2003.32;33.77728813559322;1.022580612787652
39.0;0;24;1;1;0;0;2;68.54;1662.13;1;0;1;0;0;3;1644.96;66.4852;1.0309061264762684
54.0;0;63;1;1;1;1;1;113.04;7111.86;1;0;0;0;0;3;7121.52;111.1228125;1.0172528705570696
49.0;1;25;1;1;1;0;3;68.68;1701.76;0;1;1;0;0;4;1717.0000000000002;65.4523076923077;1.0493136517487778
58.0;0;59;1;1;1;2;2;60.48;3560.48;0;0;0;1;0;4;3568.3199999999997;59.34133333333333;1.0191884240327147
20.0;0;32;0;1;0;1;3;85.03;2723.28;1;0;0;0;0;1;2720.96;82.52363636363637;1.0303714638230368
45.0;1;18;1;1;1;0;2;113.69;2047.16;0;1;0;1;0;4;2046.42;107.74526315789474;1.0551739971472673
27.0;0;37;1;1;0;2;3;24.91;940.54;0;0;0;0;0;2;921.67;24.751052631578947;1.006421842771174
68.0;0;26;0;1;1;0;3;35.34;911.16;0;0;1;0;0;3;918.8400000000001;33.74666666666666;1.0472145397076256
52.0;1;9;0;1;1;0;1;33.28;301.88;0;1;0;1;0;3;299.52;30.188;1.1024248045581027
46.0;1;64;0;1;0;0;2;28.53;1837.2;1;1;1;0;0;2;1825.92;28.264615384615386;1.009389288047028
44.0;1;20;0;0;1;2;0;50.21;997.61;1;0;0;1;0;2;1004.2;47.5052380952381;1.0569360772245666
50.0;0;54;1;1;1;0;1;42.93;7434.915000000001;1;0;1;1;0;5;2318.22;135.18027272727275;0.31757592386732053
24.0;1;30;1;1;1;0;1;74.87;2227.78;0;0;0;1;0;4;2246.1000000000004;71.86387096774195;1.0418308809667023
29.0;0;53;1;1;0;2;2;52.73;2812.28;0;1;1;0;0;3;2794.69;52.07925925925926;1.012495199624504
66.0;0;63;1;1;0;2;3;60.52;3822.71;1;0;1;0;0;3;3812.76;59.72984375;1.0132288350411096
47.0;0;11;1;0;0;0;2;114.19;1249.28;1;1;0;1;1;2;1256.09;104.10666666666667;1.0968557889344261
38.0;0;31;1;0;0;1;3;35.57;1110.97;0;1;0;1;0;2;1102.67;34.7178125;1.0245461173569044
48.0;1;49;0;1;0;2;2;58.85;2896.78;1;1;0;1;0;2;2883.65;57.9356;1.0157830418602725
41.0;1;19;1;1;1;0;1;45.71;855.6;1;0;0;0;0;3;868.49;42.78;1.0684899485741
37.0;0;12;1;1;1;2;2;74.92;893.04;0;1;0;0;0;3;899.04;68.69538461538461;1.0906118426946163
54.0;1;15;0;1;0;0;3;93.63;1417.91;1;1;1;0;0;2;1404.4499999999998;88.619375;1.0565409652234625
21.0;0;31;0;0;0;1;3;101.7;3153.37;1;1;0;0;0;0;3152.7000000000003;98.5428125;1.0320387395072574
45.0;0;43;1;1;1;0;1;71.53;3080.15;1;1;0;0;0;3;3075.79;70.00340909090909;1.021807379510738
61.0;0;37;1;1;1;1;0;105.49;3903.83;0;1;0;1;0;4;3903.1299999999997;102.73236842105263;1.0268428696946332
37.0;1;29;0;1;1;0;2;98.51;2865.7;1;0;0;1;0;3;2856.79;95.52333333333333;1.0312663572600065
41.0;0;26;1;0;1;1;2;35.7;933.33;0;0;0;0;0;2;928.2;34.56777777777778;1.0327536884060302
67.0;0;2;1;1;1;0;2;44.54;90.14;1;0;0;0;0;3;89.08;30.046666666666667;1.4823607721322387
66.0;1;15;1;0;0;0;0;87.17;1286.53;0;1;0;0;0;1;1307.55;80.408125;1.0840944245373214
68.0;1;4;0;1;1;0;0;117.48;476.32;1;1;0;1;1;3;469.92;95.264;1.2332045683574069
49.0;1;50;1;1;0;2;0;57.61;2887.79;1;0;0;1;0;3;2880.5;56.623333333333335;1.0174250897745334
58.0;1;38;1;0;0;0;2;42.98;1620.84;0;1;0;0;0;1;1633.2399999999998;41.559999999999995;1.0341674687199232
53.0;0;23;0;1;0;0;0;106.91;2447.21;1;0;1;0;0;2;2458.93;101.96708333333333;1.0484756110019164
51.0;1;59;1;1;1;0;0;39.96;2362.82;0;0;1;0;0;4;2357.64;39.38033333333333;1.0147196993423113
53.0;0;28;1;1;1;1;1;89.74;2514.66;1;0;1;1;0;5;2512.72;86.71241379310344;1.0349152569333429
19.0;1;66;0;1;1;0;3;23.42;1525.97;1;1;0;0;0;2;1545.72;22.775671641791046;1.028290202297555
32.0;1;8;0;1;1;1;2;21.9;166.98;0;1;1;0;0;3;175.2;18.55333333333333;1.1803808839381962
51.0;1;29;0;0;1;0;2;65.16;1892.78;0;1;0;1;0;2;1889.6399999999999;63.092666666666666;1.0327666184131277
53.0;1;11;1;1;0;0;2;85.65;948.92;1;0;0;1;1;3;942.1500000000001;79.07666666666667;1.0831260801753573
23.0;1;18;0;0;1;0;0;34.24;610.48;0;0;0;0;0;1;616.32;32.130526315789474;1.0656532564539378
56.0;1;55;1;1;0;2;0;96.39;5299.98;1;0;1;0;0;3;5301.45;94.6425;1.0184642206197005
59.0;0;50;1;1;0;0;2;32.87;1634.71;1;1;1;0;0;3;1643.4999999999998;32.05313725490196;1.025484642535985
68.0;1;14;0;1;0;0;2;73.37;1040.42;1;0;0;0;0;1;1027.18;69.36133333333333;1.0577939678206878
68.0;1;9;1;0;0;0;2;50.83;459.22;1;0;0;1;0;2;457.46999999999997;45.922000000000004;1.106876878184748
29.0;1;11;1;0;1;1;1;95.23;1040.85;1;1;0;1;1;3;1047.53;86.7375;1.0979103617235915
20.0;1;63;1;0;0;0;2;100.41;6314.27;0;1;0;0;0;1;6325.83;98.66046875;1.0177328495613902
62.0;0;67;0;1;1;2;2;26.61;1770.2;1;0;0;0;0;2;1782.87;26.03235294117647;1.022189583097955
35.0;1;53;1;1;0;0;2;39.26;2098.9;1;1;1;0;0;3;2080.7799999999997;38.86851851851852;1.0100719424460431
57.0;1;39;1;1;1;0;3;109.26;4259.4;0;1;0;1;0;4;4261.14;106.48499999999999;1.026060008451895
38.0;1;56;1;0;1;0;0;61.56;3443.36;1;1;0;1;0;3;3447.36;60.40982456140351;1.0190395427721761
32.0;1;28;0;1;1;1;1;67.67;1892.63;1;0;1;1;0;4;1894.76;65.26310344827587;1.0368798972857873
44.0;0;39;1;1;1;1;2;36.8;1428.9;1;1;0;1;0;4;1435.1999999999998;35.722500000000004;1.0301630624956257
52.0;1;25;1;1;1;0;0;119.49;2986.18;1;1;0;0;0;3;2987.25;114.85307692307691;1.0403726500077022
43.0;0;21;0;1;1;2;2;112.3;2358.65;1;0;1;0;0;3;2358.2999999999997;107.21136363636364;1.0474635914612171
25.0;1;10;1;1;0;0;1;20.2;202.15;1;0;0;1;0;3;202.0;18.37727272727273;1.0991837744249318
53.0;0;43;1;0;1;1;2;75.07;3215.38;0;0;0;0;0;2;3228.0099999999998;73.07681818181818;1.0272751587681703
65.0;0;15;1;1;1;0;2;107.23;1617.37;0;1;0;0;0;3;1608.45;101.085625;1.0607838651638155
47.0;1;48;1;0;1;0;3;63.05;3020.87;0;0;1;1;0;4;3026.3999999999996;61.650408163265304;1.022702069271435
44.0;1;21;1;0;1;2;2;63.68;1330.69;0;0;1;0;0;3;1337.28;60.4859090909091;1.0528071902546798
59.0;0;60;1;1;1;2;2;57.93;3468.76;1;0;1;1;0;5;3475.8;56.86491803278689;1.0187300360935896
61.0;0;50;1;1;0;0;0;22.88;1133.48;1;1;1;0;0;3;1144.0;22.225098039215688;1.0294667748879556
31.0;1;23;1;1;1;0;0;99.03;2280.37;0;1;1;1;0;5;2277.69;95.01541666666667;1.042251915259366
31.0;0;13;1;0;1;0;3;65.68;862.79;1;1;0;1;0;3;853.8400000000001;61.62785714285714;1.0657518051901391
19.0;0;69;1;1;1;1;0;73.11;5037.36;1;0;0;0;0;3;5044.59;71.96228571428571;1.0159488303397017
54.0;0;4;1;1;1;0;3;45.57;163.85;0;0;0;1;0;4;182.28;32.769999999999996;1.3906011595971928
22.0;1;9;1;1;1;2;0;98.41;875.42;1;1;0;1;1;4;885.6899999999999;87.542;1.1241461241461241
55.0;0;35;1;1;0;0;3;99.37;3473.47;0;1;1;1;0;4;3477.9500000000003;96.48527777777777;1.0298980558346553
62.0;0;21;0;1;1;0;0;75.29;1568.78;1;1;0;0;0;2;1581.0900000000001;71.30818181818182;1.0558395696018563
58.0;0;58;0;1;1;0;2;110.46;6400.69;0;1;0;0;0;2;6406.679999999999;108.48627118644067;1.0181933510293422
64.0;1;18;1;0;0;0;2;31.59;563.1;0;0;0;1;0;2;568.62;29.63684210526316;1.0659030367607885
31.0;1;43;0;0;1;0;3;98.66;4242.23;1;0;1;1;0;3;4242.38;96.41431818181817;1.0232919950120574
56.0;0;6;0;1;0;0;3;75.86;440.61;0;1;0;0;1;1;455.15999999999997;62.94428571428572;1.2051928008896755
42.0;1;67;1;1;1;1;0;43.1;2893.5;0;1;1;1;0;5;2887.7000000000003;42.5514705882353;1.01289096250216
37.0;0;12;0;0;1;0;2;33.23;415.37;0;1;0;0;0;1;398.76;31.951538461538462;1.0400125189590004
19.0;1;12;0;1;0;1;2;50.1;615.49;1;0;0;1;0;2;601.2;47.34538461538462;1.0581812864546947
56.0;1;66;1;0;1;0;2;105.63;6965.74;1;1;1;0;0;3;6971.58;103.96626865671641;1.0160026070453392
23.0;0;2;1;1;0;2;2;98.76;204.21;1;0;1;0;1;3;197.52;68.07000000000001;1.4508594094314675
34.0;1;15;1;1;1;2;0;84.51;1273.15;1;0;0;1;0;4;1267.65;79.571875;1.0620586733692023
42.0;1;23;1;1;0;2;3;29.03;667.25;0;0;0;0;0;2;667.69;27.802083333333332;1.0441663544398652
45.0;1;29;1;1;0;1;0;115.48;3350.69;1;0;0;0;0;2;3348.92;111.68966666666667;1.0339362937186072
19.0;0;7;1;0;0;0;3;50.54;360.61;1;0;1;1;0;3;353.78;45.07625;1.1212112808851666
52.0;1;28;1;1;0;1;2;80.7;2268.43;1;1;1;1;0;4;2259.6;78.22172413793103;1.0316827056598616
54.0;1;14;0;1;0;2;1;100.31;1396.22;0;0;1;1;0;3;1404.3400000000001;93.08133333333333;1.0776596811390755
22.0;0;44;0;1;1;0;0;33.29;1472.24;0;0;0;0;0;2;1464.76;32.71644444444444;1.0175311090583057
18.0;1;30;1;0;1;0;1;85.22;2573.26;0;1;1;1;0;4;2556.6;83.0083870967742;1.0266432463101278
57.0;1;32;1;1;1;0;3;23.23;752.18;0;1;1;0;0;4;743.36;22.793333333333333;1.019157648435215
29.0;1;70;1;0;1;0;1;30.18;2127.96;0;1;0;0;0;2;2112.6;29.971267605633802;1.0069644166243727
